label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
0ა,348,184,51,80,IMG_20230213_174613.jpg,1200,1600
0ა,670,181,48,82,IMG_20230213_174613.jpg,1200,1600
0ა,755,179,48,83,IMG_20230213_174613.jpg,1200,1600
0ა,153,374,53,76,IMG_20230213_174613.jpg,1200,1600
0ა,371,372,57,80,IMG_20230213_174613.jpg,1200,1600
0ა,504,374,51,82,IMG_20230213_174613.jpg,1200,1600
0ა,131,767,53,89,IMG_20230213_174613.jpg,1200,1600
0ა,523,762,51,96,IMG_20230213_174613.jpg,1200,1600
0ა,250,970,62,90,IMG_20230213_174613.jpg,1200,1600
0ა,365,970,48,90,IMG_20230213_174613.jpg,1200,1600
0ა,450,962,53,94,IMG_20230213_174613.jpg,1200,1600
8ი,842,108,58,74,IMG_20230213_174613.jpg,1200,1600
8ი,1007,175,60,83,IMG_20230213_174613.jpg,1200,1600
8ი,881,177,51,87,IMG_20230213_174613.jpg,1200,1600
8ი,356,294,51,76,IMG_20230213_174613.jpg,1200,1600
8ი,443,303,53,71,IMG_20230213_174613.jpg,1200,1600
8ი,589,369,51,92,IMG_20230213_174613.jpg,1200,1600
8ი,240,372,55,89,IMG_20230213_174613.jpg,1200,1600
8ი,447,493,53,82,IMG_20230213_174613.jpg,1200,1600
8ი,358,500,48,73,IMG_20230213_174613.jpg,1200,1600
8ი,668,567,53,85,IMG_20230213_174613.jpg,1200,1600
8ი,447,689,53,80,IMG_20230213_174613.jpg,1200,1600
8ი,358,695,53,82,IMG_20230213_174613.jpg,1200,1600
8ი,263,769,53,89,IMG_20230213_174613.jpg,1200,1600
8ი,392,769,51,90,IMG_20230213_174613.jpg,1200,1600
8ი,360,888,53,82,IMG_20230213_174613.jpg,1200,1600
8ი,449,895,53,74,IMG_20230213_174613.jpg,1200,1600
8ი,582,975,55,89,IMG_20230213_174613.jpg,1200,1600
8ი,715,968,60,87,IMG_20230213_174613.jpg,1200,1600
4ე,130,895,53,82,IMG_20230213_174613.jpg,1200,1600
4ე,273,893,48,82,IMG_20230213_174613.jpg,1200,1600
4ე,273,695,51,74,IMG_20230213_174613.jpg,1200,1600
4ე,433,773,51,85,IMG_20230213_174613.jpg,1200,1600
4ე,541,567,53,85,IMG_20230213_174613.jpg,1200,1600
4ე,755,567,62,76,IMG_20230213_174613.jpg,1200,1600
4ე,348,564,53,85,IMG_20230213_174613.jpg,1200,1600
4ე,458,564,50,92,IMG_20230213_174613.jpg,1200,1600
4ე,130,569,50,82,IMG_20230213_174613.jpg,1200,1600
4ე,131,487,48,80,IMG_20230213_174613.jpg,1200,1600
4ე,263,496,55,71,IMG_20230213_174613.jpg,1200,1600
4ე,133,298,50,73,IMG_20230213_174613.jpg,1200,1600
4ე,271,291,46,85,IMG_20230213_174613.jpg,1200,1600
4ე,679,376,53,73,IMG_20230213_174613.jpg,1200,1600
4ე,218,181,50,90,IMG_20230213_174613.jpg,1200,1600
4ე,142,103,43,78,IMG_20230213_174613.jpg,1200,1600
4ე,316,113,50,62,IMG_20230213_174613.jpg,1200,1600
4ე,564,183,51,82,IMG_20230213_174613.jpg,1200,1600
5ვ,92,108,48,71,IMG_20230213_174613.jpg,1200,1600
5ვ,840,184,48,74,IMG_20230213_174613.jpg,1200,1600
5ვ,85,292,50,74,IMG_20230213_174613.jpg,1200,1600
5ვ,546,376,51,87,IMG_20230213_174613.jpg,1200,1600
5ვ,201,376,48,74,IMG_20230213_174613.jpg,1200,1600
5ვ,80,498,55,71,IMG_20230213_174613.jpg,1200,1600
5ვ,73,698,62,69,IMG_20230213_174613.jpg,1200,1600
5ვ,82,904,58,73,IMG_20230213_174613.jpg,1200,1600
5ვ,477,771,51,83,IMG_20230213_174613.jpg,1200,1600
5ვ,541,978,50,74,IMG_20230213_174613.jpg,1200,1600
10ლ,587,569,87,80,IMG_20230213_174613.jpg,1200,1600
10ლ,626,959,92,99,IMG_20230213_174613.jpg,1200,1600
10ლ,305,771,92,74,IMG_20230213_174613.jpg,1200,1600
10ლ,419,378,96,85,IMG_20230213_174613.jpg,1200,1600
