label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
0ა,2452,3671,165,317,IMG_20220612_160637.jpg,3456,4608
0ა,2265,3298,182,321,IMG_20220612_160637.jpg,3456,4608
0ა,2114,2898,161,347,IMG_20220612_160637.jpg,3456,4608
0ა,1480,3697,165,338,IMG_20220612_160637.jpg,3456,4608
0ა,816,3714,174,338,IMG_20220612_160637.jpg,3456,4608
0ა,1228,2929,156,334,IMG_20220612_160637.jpg,3456,4608
17ს,1732,2907,169,343,IMG_20220612_160637.jpg,3456,4608
17ს,1727,3302,169,334,IMG_20220612_160637.jpg,3456,4608
8ი,686,2942,178,334,IMG_20220612_160637.jpg,3456,4608
8ი,1580,2916,178,325,IMG_20220612_160637.jpg,3456,4608
10ლ,2040,3671,282,351,IMG_20220612_160637.jpg,3456,4608
10ლ,1615,3705,278,347,IMG_20220612_160637.jpg,3456,4608
10ლ,2001,3306,286,334,IMG_20220612_160637.jpg,3456,4608
4ე,2777,2898,148,334,IMG_20220612_160637.jpg,3456,4608
4ე,2461,2890,165,364,IMG_20220612_160637.jpg,3456,4608
4ე,1228,3328,169,321,IMG_20220612_160637.jpg,3456,4608
8ი,2292,3679,174,351,IMG_20220612_160637.jpg,3456,4608
16რ,842,2946,230,338,IMG_20220612_160637.jpg,3456,4608
16რ,2252,2881,239,343,IMG_20220612_160637.jpg,3456,4608
16რ,1103,3723,252,338,IMG_20220612_160637.jpg,3456,4608
13ო,1511,3306,234,343,IMG_20220612_160637.jpg,3456,4608
14პ,539,2920,165,343,IMG_20220612_160637.jpg,3456,4608
24შ,1046,3328,204,330,IMG_20220612_160637.jpg,3456,4608
24შ,2608,2898,182,334,IMG_20220612_160637.jpg,3456,4608
19უ,1879,3710,195,295,IMG_20220612_160637.jpg,3456,4608
2გ,1940,2916,200,308,IMG_20220612_160637.jpg,3456,4608
11მ,1367,3306,161,330,IMG_20220612_160637.jpg,3456,4608
3დ,1359,2907,243,343,IMG_20220612_160637.jpg,3456,4608
1ბ,1055,2898,191,347,IMG_20220612_160637.jpg,3456,4608
27ძ,1320,3705,182,334,IMG_20220612_160637.jpg,3456,4608
9კ,972,3705,165,317,IMG_20220612_160637.jpg,3456,4608
5ვ,1875,3306,152,308,IMG_20220612_160637.jpg,3456,4608
8ი,80,560,219,226,IMG_20230123_122233.jpg,3456,4608
8ი,978,546,224,228,IMG_20230123_122233.jpg,3456,4608
8ი,811,1806,148,331,IMG_20230123_122233.jpg,3456,4608
8ი,1302,1811,144,340,IMG_20230123_122233.jpg,3456,4608
8ი,1478,1487,146,288,IMG_20230123_122233.jpg,3456,4608
8ი,2604,1450,132,324,IMG_20230123_122233.jpg,3456,4608
0ა,2786,1790,139,290,IMG_20230123_122233.jpg,3456,4608
0ა,2142,1800,132,295,IMG_20230123_122233.jpg,3456,4608
0ა,1738,1811,142,276,IMG_20230123_122233.jpg,3456,4608
0ა,941,1496,146,288,IMG_20230123_122233.jpg,3456,4608
0ა,500,1820,158,311,IMG_20230123_122233.jpg,3456,4608
0ა,1841,521,212,253,IMG_20230123_122233.jpg,3456,4608
0ა,2515,532,196,244,IMG_20230123_122233.jpg,3456,4608
4ე,3245,575,192,276,IMG_20230123_122233.jpg,3456,4608
4ე,564,573,190,283,IMG_20230123_122233.jpg,3456,4608
