label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
30ხ,343,662,479,1246,IMG_20230219_144541.jpg,4608,3456
8ი,815,643,518,1272,IMG_20230219_144541.jpg,4608,3456
12ნ,1327,643,512,1272,IMG_20230219_144541.jpg,4608,3456
9კ,1825,656,505,1272,IMG_20230219_144541.jpg,4608,3456
0ა,2324,675,492,1272,IMG_20230219_144541.jpg,4608,3456
10ლ,2809,649,892,1292,IMG_20230219_144541.jpg,4608,3456
8ი,3701,675,518,1266,IMG_20230219_144541.jpg,4608,3456
11მ,1852,1961,269,597,IMG_20230219_144541.jpg,4608,3456
7თ,2074,2262,321,321,IMG_20230219_144541.jpg,4608,3456
8ი,2376,2276,230,308,IMG_20230219_144541.jpg,4608,3456
24შ,2586,2276,341,597,IMG_20230219_144541.jpg,4608,3456
10ლ,2914,2282,452,551,IMG_20230219_144541.jpg,4608,3456
16რ,3681,2013,321,603,IMG_20230219_144541.jpg,4608,3456
24შ,1407,762,163,224,IMG_20230220_134736.jpg,4608,3456
14პ,1564,763,114,220,IMG_20230220_134736.jpg,4608,3456
0ა,1671,758,111,224,IMG_20230220_134736.jpg,4608,3456
16რ,2076,757,160,230,IMG_20230220_134736.jpg,4608,3456
8ი,2233,757,109,230,IMG_20230220_134736.jpg,4608,3456
17ს,2340,765,111,222,IMG_20230220_134736.jpg,4608,3456
30ხ,2685,765,111,230,IMG_20230220_134736.jpg,4608,3456
10ლ,2791,755,215,237,IMG_20230220_134736.jpg,4608,3456
24შ,878,1880,91,101,IMG_20230220_134736.jpg,4608,3456
14პ,882,1972,79,98,IMG_20230220_134736.jpg,4608,3456
0ა,877,2063,84,103,IMG_20230220_134736.jpg,4608,3456
10ლ,872,2164,86,84,IMG_20230220_134736.jpg,4608,3456
4ე,870,2248,87,96,IMG_20230220_134736.jpg,4608,3456
16რ,860,2337,89,99,IMG_20230220_134736.jpg,4608,3456
8ი,860,2430,82,103,IMG_20230220_134736.jpg,4608,3456
17ს,1896,1143,103,143,IMG_20230220_134901.jpg,3456,4608
0ა,1990,1148,94,143,IMG_20230220_134901.jpg,3456,4608
16რ,2080,1137,126,150,IMG_20230220_134901.jpg,3456,4608
4ე,2196,1134,96,152,IMG_20230220_134901.jpg,3456,4608
9კ,2284,1134,94,146,IMG_20230220_134901.jpg,3456,4608
10ლ,2371,1134,170,148,IMG_20230220_134901.jpg,3456,4608
11მ,2620,1134,99,146,IMG_20230220_134901.jpg,3456,4608
13ო,2712,1137,135,143,IMG_20230220_134901.jpg,3456,4608
28წ,2199,1327,105,141,IMG_20230220_134901.jpg,3456,4608
26ც,1645,4,117,159,IMG_20230220_135524(1).jpg,3456,4608
30ხ,1750,4,112,155,IMG_20230220_135524(1).jpg,3456,4608
4ე,1853,4,105,157,IMG_20230220_135524(1).jpg,3456,4608
10ლ,1952,7,193,155,IMG_20230220_135524(1).jpg,3456,4608
8ი,2140,13,105,150,IMG_20230220_135524(1).jpg,3456,4608
20ფ,1208,195,152,152,IMG_20230220_135524(1).jpg,3456,4608
19უ,1344,188,123,155,IMG_20230220_135524(1).jpg,3456,4608
12ნ,1461,188,112,161,IMG_20230220_135524(1).jpg,3456,4608
7თ,1566,191,159,166,IMG_20230220_135524(1).jpg,3456,4608
24შ,1831,197,121,164,IMG_20230220_135524(1).jpg,3456,4608
1ბ,2048,197,103,164,IMG_20230220_135524(1).jpg,3456,4608
0ა,1900,426,61,110,IMG_20230220_135524(1).jpg,3456,4608
29ჭ,1954,421,63,114,IMG_20230220_135524(1).jpg,3456,4608
13ო,2008,430,96,101,IMG_20230220_135524(1).jpg,3456,4608
17ს,1900,547,63,99,IMG_20230220_135524(1).jpg,3456,4608
5ვ,2015,545,65,101,IMG_20230220_135524(1).jpg,3456,4608
11მ,1181,969,65,105,IMG_20230220_135524(1).jpg,3456,4608
18ტ,1963,1406,81,108,IMG_20230220_135524(1).jpg,3456,4608
3დ,1645,1525,92,110,IMG_20230220_135524(1).jpg,3456,4608
25ჩ,1938,1527,70,114,IMG_20230220_135524(1).jpg,3456,4608
14პ,1306,2031,67,108,IMG_20230220_135524(1).jpg,3456,4608
2გ,1178,2164,74,108,IMG_20230220_135524(1).jpg,3456,4608
6ზ,1423,2164,76,110,IMG_20230220_135524(1).jpg,3456,4608
31ჯ,1912,2563,81,119,IMG_20230220_135524(1).jpg,3456,4608
23ყ,1107,4246,83,137,IMG_20230220_135524(1).jpg,3456,4608
12ნ,468,1239,577,813,IMG_20230225_204704.jpg,4608,3456
13ო,1045,1390,800,695,IMG_20230225_204704.jpg,4608,3456
1ბ,1819,1239,551,839,IMG_20230225_204704.jpg,4608,3456
0ა,2324,1318,544,721,IMG_20230225_204704.jpg,4608,3456
7თ,2835,1312,787,702,IMG_20230225_204704.jpg,4608,3456
13ო,487,2138,236,308,IMG_20230225_204704.jpg,4608,3456
16რ,710,2151,230,289,IMG_20230225_204704.jpg,4608,3456
2გ,1058,2144,184,289,IMG_20230225_204704.jpg,4608,3456
19უ,1222,2125,197,302,IMG_20230225_204704.jpg,4608,3456
10ლ,1399,2131,282,295,IMG_20230225_204704.jpg,4608,3456
17ს,1806,2138,151,282,IMG_20230225_204704.jpg,4608,3456
18ტ,2127,2099,197,289,IMG_20230225_204704.jpg,4608,3456
4ე,2297,2099,151,308,IMG_20230225_204704.jpg,4608,3456
9კ,2560,2099,157,302,IMG_20230225_204704.jpg,4608,3456
8ი,2691,2099,177,269,IMG_20230225_204704.jpg,4608,3456
23ყ,3183,2079,157,295,IMG_20230225_204704.jpg,4608,3456
12ნ,3452,2072,151,269,IMG_20230225_204704.jpg,4608,3456
20ფ,2174,824,119,143,IMG_20230226_123842.jpg,4608,3456
13ო,2290,824,138,142,IMG_20230226_123842.jpg,4608,3456
18ტ,2424,812,131,147,IMG_20230226_123842.jpg,4608,3456
11მ,3016,441,136,193,IMG_20230226_123842.jpg,4608,3456
0ა,3142,436,136,197,IMG_20230226_123842.jpg,4608,3456
16რ,3270,420,198,209,IMG_20230226_123842.jpg,4608,3456
